experiment,run,pipeline,stage,node_type,node_num,ip,gpu,module,start_time,end_time,loading_time,time_from_ray_start
10_iterations,10,1,0,g6_12xlarge,1,192.168.0.226,2,tensorstore,1761568532.91619,1761568555.601054,22.684864044189453,25.457014083862305
10_iterations,10,1,0,g6_12xlarge,1,192.168.0.226,3,tensorstore,1761568533.5681376,1761568554.096642,20.528504371643066,23.95260214805603
10_iterations,10,1,1,g6_12xlarge,2,192.168.0.195,0,tensorstore,1761568534.1427119,1761568555.2494235,21.106711626052856,25.10538363456726
10_iterations,10,1,1,g6_12xlarge,2,192.168.0.195,1,tensorstore,1761568534.4322186,1761568555.9657395,21.533520936965942,25.821699619293213
10_iterations,10,1,1,g6_12xlarge,2,192.168.0.195,2,tensorstore,1761568534.903853,1761568556.186034,21.28218102455139,26.041994094848633
10_iterations,10,1,1,g6_12xlarge,2,192.168.0.195,3,tensorstore,1761568535.422004,1761568555.9180918,20.496087789535522,25.774051904678345
10_iterations,10,1,2,g6_12xlarge,3,192.168.0.127,0,tensorstore,1761568536.1665149,1761568559.229192,23.062677145004272,29.08515214920044
10_iterations,10,1,2,g6_12xlarge,3,192.168.0.127,1,tensorstore,1761568536.4304361,1761568559.7532277,23.322791576385498,29.609187841415405
10_iterations,10,1,2,g6_12xlarge,3,192.168.0.127,2,tensorstore,1761568536.9381917,1761568558.3006961,21.362504482269287,28.15665626525879
10_iterations,10,1,2,g6_12xlarge,3,192.168.0.127,3,tensorstore,1761568537.367516,1761568558.5070407,21.139524698257446,28.363000869750977
10_iterations,10,1,3,g6e_xlarge,1,192.168.0.36,0,tensorstore,1761568538.0767348,1761568587.8787396,49.80200481414795,57.734699726104736
10_iterations,10,1,4,g6e_xlarge,2,192.168.0.143,0,tensorstore,1761568538.5508928,1761568589.447063,50.896170139312744,59.30302309989929
10_iterations,0,2,0,g6e_xlarge,3,192.168.0.66,all,apiserver,1761566826.7136686,1761566904.5623066,77.84863805770874,194.13856053352356
10_iterations,0,2,0,g6e_xlarge,3,192.168.0.66,0,tensorstore,1761566770.2462313,1761566835.8323443,65.58611297607422,125.40859818458557
10_iterations,0,2,1,g5_12xlarge,1,192.168.0.200,0,tensorstore,1761566769.2798712,1761566818.1311417,48.8512704372406,107.70739555358887
10_iterations,0,2,1,g5_12xlarge,1,192.168.0.200,1,tensorstore,1761566769.2796962,1761566819.4779868,50.19829058647156,109.05424070358276
10_iterations,0,2,1,g5_12xlarge,1,192.168.0.200,2,tensorstore,1761566769.278826,1761566819.2444196,49.965593576431274,108.82067346572876
10_iterations,0,2,1,g5_12xlarge,1,192.168.0.200,3,tensorstore,1761566769.2787416,1761566819.930091,50.65134930610657,109.50634479522705
10_iterations,0,2,2,g5_12xlarge,2,192.168.0.240,0,tensorstore,1761566770.8410869,1761566813.9741242,43.13303732872009,103.55037808418274
10_iterations,0,2,2,g5_12xlarge,2,192.168.0.240,1,tensorstore,1761566770.8410087,1761566815.0337486,44.192739963531494,104.6100025177002
10_iterations,0,2,2,g5_12xlarge,2,192.168.0.240,2,tensorstore,1761566770.842133,1761566813.974558,43.13242506980896,103.5508120059967
10_iterations,0,2,2,g5_12xlarge,2,192.168.0.240,3,tensorstore,1761566770.8420377,1761566815.067599,44.22556138038635,104.64385294914246
10_iterations,0,2,3,g6e_xlarge,4,192.168.0.5,0,tensorstore,1761566769.2715955,1761566826.34826,57.076664447784424,115.9245138168335
10_iterations,1,2,0,g6e_xlarge,3,192.168.0.66,all,apiserver,1761567126.5947516,1761567208.43662,81.84186840057373,94.26339364051819
10_iterations,1,2,0,g6e_xlarge,3,192.168.0.66,0,tensorstore,1761567115.8927252,1761567197.3412266,81.44850134849548,83.16800022125244
10_iterations,1,2,1,g5_12xlarge,1,192.168.0.200,0,tensorstore,1761567116.8965309,1761567167.4366865,50.54015564918518,53.26346015930176
10_iterations,1,2,1,g5_12xlarge,1,192.168.0.200,1,tensorstore,1761567117.118408,1761567166.3531547,49.23474669456482,52.17992830276489
10_iterations,1,2,1,g5_12xlarge,1,192.168.0.200,2,tensorstore,1761567117.6560042,1761567167.9320483,50.27604413032532,53.758821964263916
10_iterations,1,2,1,g5_12xlarge,1,192.168.0.200,3,tensorstore,1761567118.110916,1761567167.4011366,49.290220737457275,53.22791028022766
10_iterations,1,2,2,g5_12xlarge,2,192.168.0.240,0,tensorstore,1761567118.9058769,1761567164.4532979,45.54742097854614,50.2800714969635
10_iterations,1,2,2,g5_12xlarge,2,192.168.0.240,1,tensorstore,1761567119.1198277,1761567165.6088207,46.48899292945862,51.43559432029724
10_iterations,1,2,2,g5_12xlarge,2,192.168.0.240,2,tensorstore,1761567119.637159,1761567164.0239043,44.38674521446228,49.85067796707153
10_iterations,1,2,2,g5_12xlarge,2,192.168.0.240,3,tensorstore,1761567120.142574,1761567162.2420774,42.0995032787323,48.06885099411011
10_iterations,1,2,3,g6e_xlarge,4,192.168.0.5,0,tensorstore,1761567120.6726143,1761567180.1401565,59.46754217147827,65.96693015098572
10_iterations,2,2,0,g6e_xlarge,3,192.168.0.66,all,apiserver,1761567255.037484,1761567332.689326,77.65184211730957,90.1226315498352
10_iterations,2,2,0,g6e_xlarge,3,192.168.0.66,0,tensorstore,1761567244.3262856,1761567324.30779,79.98150444030762,81.74109554290771
