InstanceType,AZ,DDDRequestTime,Total,Success,Fail,RequestDateTime
g5.12xlarge,us-west-2c,1773365069,5,0,5,2026-03-13 01:24:29
g5.12xlarge,us-west-2c,1773366017,5,0,5,2026-03-13 01:40:17
g5.12xlarge,us-west-2c,1773366617,5,0,5,2026-03-13 01:50:17
g5.12xlarge,us-west-2c,1773367217,5,0,5,2026-03-13 02:00:17
g5.12xlarge,us-west-2c,1773367817,4,0,4,2026-03-13 02:10:17
g5.12xlarge,us-west-2c,1773368417,5,0,5,2026-03-13 02:20:17
g5.12xlarge,us-west-2c,1773369017,5,0,5,2026-03-13 02:30:17
g5.12xlarge,us-west-2c,1773369617,5,0,5,2026-03-13 02:40:17
g5.12xlarge,us-west-2c,1773370217,5,0,5,2026-03-13 02:50:17
g5.12xlarge,us-west-2c,1773370817,5,0,5,2026-03-13 03:00:17
g5.12xlarge,us-west-2c,1773371417,5,0,5,2026-03-13 03:10:17
g5.12xlarge,us-west-2c,1773372017,5,0,5,2026-03-13 03:20:17
g5.12xlarge,us-west-2c,1773372617,5,0,5,2026-03-13 03:30:17
g5.12xlarge,us-west-2c,1773373217,5,0,5,2026-03-13 03:40:17
g5.12xlarge,us-west-2c,1773373817,5,0,5,2026-03-13 03:50:17
g5.12xlarge,us-west-2c,1773374417,5,0,5,2026-03-13 04:00:17
g5.12xlarge,us-west-2c,1773375017,5,0,5,2026-03-13 04:10:17
g5.12xlarge,us-west-2c,1773375617,5,0,5,2026-03-13 04:20:17
g5.12xlarge,us-west-2c,1773376217,5,0,5,2026-03-13 04:30:17
g5.12xlarge,us-west-2c,1773376817,5,0,5,2026-03-13 04:40:17
g5.12xlarge,us-west-2c,1773377417,5,0,5,2026-03-13 04:50:17
g5.12xlarge,us-west-2c,1773378017,5,0,5,2026-03-13 05:00:17
g5.12xlarge,us-west-2c,1773378617,5,0,5,2026-03-13 05:10:17
g5.12xlarge,us-west-2c,1773379217,5,0,5,2026-03-13 05:20:17
g5.12xlarge,us-west-2c,1773379817,5,0,5,2026-03-13 05:30:17
g5.12xlarge,us-west-2c,1773380417,5,0,5,2026-03-13 05:40:17
g5.12xlarge,us-west-2c,1773381017,5,0,5,2026-03-13 05:50:17
g5.12xlarge,us-west-2c,1773381617,5,0,5,2026-03-13 06:00:17
g5.12xlarge,us-west-2c,1773382217,5,0,5,2026-03-13 06:10:17
g5.12xlarge,us-west-2c,1773382817,5,0,5,2026-03-13 06:20:17
g5.12xlarge,us-west-2c,1773383417,5,0,5,2026-03-13 06:30:17
g5.12xlarge,us-west-2c,1773384017,5,0,5,2026-03-13 06:40:17
g5.12xlarge,us-west-2c,1773384617,5,0,5,2026-03-13 06:50:17
