InstanceType,AZ,DDDRequestTime,Total,Success,Fail,RequestDateTime
g5.12xlarge,us-west-2a,1761560401,5,5,0,2025-10-27 10:20:01
g5.12xlarge,us-west-2a,1761561001,5,3,2,2025-10-27 10:30:01
g5.12xlarge,us-west-2a,1761561601,5,5,0,2025-10-27 10:40:01
g5.12xlarge,us-west-2a,1761562201,5,5,0,2025-10-27 10:50:01
g5.12xlarge,us-west-2a,1761562801,5,5,0,2025-10-27 11:00:01
g5.12xlarge,us-west-2a,1761563401,5,5,0,2025-10-27 11:10:01
g5.12xlarge,us-west-2a,1761564001,5,4,1,2025-10-27 11:20:01
g5.12xlarge,us-west-2a,1761564601,5,0,5,2025-10-27 11:30:01
g5.12xlarge,us-west-2a,1761565201,5,5,0,2025-10-27 11:40:01
g5.12xlarge,us-west-2a,1761565801,5,2,3,2025-10-27 11:50:01
g5.12xlarge,us-west-2a,1761566401,5,0,5,2025-10-27 12:00:01
g5.12xlarge,us-west-2a,1761567001,5,3,2,2025-10-27 12:10:01
g5.12xlarge,us-west-2a,1761567601,5,4,1,2025-10-27 12:20:01
g5.12xlarge,us-west-2a,1761568201,5,5,0,2025-10-27 12:30:01
g5.12xlarge,us-west-2a,1761568801,5,5,0,2025-10-27 12:40:01
g5.12xlarge,us-west-2a,1761569401,5,5,0,2025-10-27 12:50:01
g5.12xlarge,us-west-2a,1761570001,5,3,2,2025-10-27 13:00:01
g5.12xlarge,us-west-2a,1761570601,5,0,5,2025-10-27 13:10:01
g5.12xlarge,us-west-2a,1761571201,5,5,0,2025-10-27 13:20:01
g5.12xlarge,us-west-2a,1761571801,5,5,0,2025-10-27 13:30:01
g5.12xlarge,us-west-2a,1761572401,5,5,0,2025-10-27 13:40:01
g5.12xlarge,us-west-2a,1761573001,5,5,0,2025-10-27 13:50:01
g5.12xlarge,us-west-2a,1761573601,5,5,0,2025-10-27 14:00:01
g5.12xlarge,us-west-2a,1761574201,5,5,0,2025-10-27 14:10:01
g5.12xlarge,us-west-2a,1761574801,5,3,2,2025-10-27 14:20:01
g5.12xlarge,us-west-2a,1761575401,5,5,0,2025-10-27 14:30:01
g5.12xlarge,us-west-2a,1761576001,5,5,0,2025-10-27 14:40:01
g5.12xlarge,us-west-2a,1761576601,5,5,0,2025-10-27 14:50:01
g5.12xlarge,us-west-2a,1761577201,5,3,2,2025-10-27 15:00:01
g5.12xlarge,us-west-2a,1761577801,5,0,5,2025-10-27 15:10:01
g5.12xlarge,us-west-2a,1761578401,5,4,1,2025-10-27 15:20:01
g5.12xlarge,us-west-2a,1761579001,5,2,3,2025-10-27 15:30:01
g5.12xlarge,us-west-2a,1761579601,5,5,0,2025-10-27 15:40:01
g5.12xlarge,us-west-2a,1761580201,5,1,4,2025-10-27 15:50:01
g5.12xlarge,us-west-2a,1761580801,5,0,5,2025-10-27 16:00:01
g5.12xlarge,us-west-2a,1761581401,5,5,0,2025-10-27 16:10:01
g5.12xlarge,us-west-2a,1761582001,5,0,5,2025-10-27 16:20:01
g5.12xlarge,us-west-2a,1761582601,5,0,5,2025-10-27 16:30:01
g5.12xlarge,us-west-2a,1761583201,5,0,5,2025-10-27 16:40:01
g5.12xlarge,us-west-2a,1761583801,5,0,5,2025-10-27 16:50:01
g5.12xlarge,us-west-2a,1761584401,5,3,2,2025-10-27 17:00:01
g5.12xlarge,us-west-2a,1761585001,5,5,0,2025-10-27 17:10:01
g5.12xlarge,us-west-2a,1761585601,5,5,0,2025-10-27 17:20:01
g5.12xlarge,us-west-2a,1761586201,5,1,4,2025-10-27 17:30:01
g5.12xlarge,us-west-2a,1761586801,5,2,3,2025-10-27 17:40:01
g5.12xlarge,us-west-2a,1761587401,5,0,5,2025-10-27 17:50:01
g5.12xlarge,us-west-2a,1761588001,5,5,0,2025-10-27 18:00:01
g5.12xlarge,us-west-2a,1761588601,5,0,5,2025-10-27 18:10:01
g5.12xlarge,us-west-2a,1761589201,5,0,5,2025-10-27 18:20:01
g5.12xlarge,us-west-2a,1761589801,5,0,5,2025-10-27 18:30:01
g5.12xlarge,us-west-2a,1761590401,5,0,5,2025-10-27 18:40:01
g5.12xlarge,us-west-2a,1761591001,5,0,5,2025-10-27 18:50:01
g5.12xlarge,us-west-2a,1761591601,5,0,5,2025-10-27 19:00:01
g5.12xlarge,us-west-2a,1761592201,5,0,5,2025-10-27 19:10:01
g5.12xlarge,us-west-2a,1761592801,5,0,5,2025-10-27 19:20:01
g5.12xlarge,us-west-2a,1761593401,5,0,5,2025-10-27 19:30:01
g5.12xlarge,us-west-2a,1761594001,5,0,5,2025-10-27 19:40:01
g5.12xlarge,us-west-2a,1761594601,5,0,5,2025-10-27 19:50:01
g5.12xlarge,us-west-2a,1761595201,5,3,2,2025-10-27 20:00:01
g5.12xlarge,us-west-2a,1761595801,5,0,5,2025-10-27 20:10:01
g5.12xlarge,us-west-2a,1761596401,5,2,3,2025-10-27 20:20:01
g5.12xlarge,us-west-2a,1761597001,5,0,5,2025-10-27 20:30:01
g5.12xlarge,us-west-2a,1761597601,5,0,5,2025-10-27 20:40:01
g5.12xlarge,us-west-2a,1761598201,5,0,5,2025-10-27 20:50:01
g5.12xlarge,us-west-2a,1761598801,5,0,5,2025-10-27 21:00:01
g5.12xlarge,us-west-2a,1761599401,5,0,5,2025-10-27 21:10:01
g5.12xlarge,us-west-2a,1761600001,5,0,5,2025-10-27 21:20:01
g5.12xlarge,us-west-2a,1761600601,5,0,5,2025-10-27 21:30:01
g5.12xlarge,us-west-2a,1761601201,5,0,5,2025-10-27 21:40:01
g5.12xlarge,us-west-2a,1761601801,5,0,5,2025-10-27 21:50:01
g5.12xlarge,us-west-2a,1761602401,5,0,5,2025-10-27 22:00:01
g5.12xlarge,us-west-2a,1761603001,5,0,5,2025-10-27 22:10:01
g5.12xlarge,us-west-2a,1761603601,5,0,5,2025-10-27 22:20:01
g5.12xlarge,us-west-2a,1761604201,5,0,5,2025-10-27 22:30:01
g5.12xlarge,us-west-2a,1761604801,5,0,5,2025-10-27 22:40:01
g5.12xlarge,us-west-2a,1761605401,5,2,3,2025-10-27 22:50:01
g5.12xlarge,us-west-2a,1761606001,5,2,3,2025-10-27 23:00:01
g5.12xlarge,us-west-2a,1761606601,5,2,3,2025-10-27 23:10:01
g5.12xlarge,us-west-2a,1761607201,5,1,4,2025-10-27 23:20:01
g5.12xlarge,us-west-2a,1761607801,5,1,4,2025-10-27 23:30:01
g5.12xlarge,us-west-2a,1761608401,5,2,3,2025-10-27 23:40:01
g5.12xlarge,us-west-2a,1761609001,5,1,4,2025-10-27 23:50:01
g5.12xlarge,us-west-2a,1761609601,5,1,4,2025-10-28 00:00:01
g5.12xlarge,us-west-2a,1761610201,5,1,4,2025-10-28 00:10:01
g5.12xlarge,us-west-2a,1761610801,5,0,5,2025-10-28 00:20:01
g5.12xlarge,us-west-2a,1761611401,5,3,2,2025-10-28 00:30:01
g5.12xlarge,us-west-2a,1761612001,5,0,5,2025-10-28 00:40:01
g5.12xlarge,us-west-2a,1761612601,5,0,5,2025-10-28 00:50:01
g5.12xlarge,us-west-2a,1761613201,5,0,5,2025-10-28 01:00:01
g5.12xlarge,us-west-2a,1761613801,5,0,5,2025-10-28 01:10:01
g5.12xlarge,us-west-2a,1761614401,5,0,5,2025-10-28 01:20:01
g5.12xlarge,us-west-2a,1761615001,5,0,5,2025-10-28 01:30:01
g5.12xlarge,us-west-2a,1761615601,5,0,5,2025-10-28 01:40:01
g5.12xlarge,us-west-2a,1761616201,5,1,4,2025-10-28 01:50:01
g5.12xlarge,us-west-2a,1761616801,5,0,5,2025-10-28 02:00:01
g5.12xlarge,us-west-2a,1761617401,5,3,2,2025-10-28 02:10:01
g5.12xlarge,us-west-2a,1761618001,5,5,0,2025-10-28 02:20:01
g5.12xlarge,us-west-2a,1761618601,5,5,0,2025-10-28 02:30:01
g5.12xlarge,us-west-2a,1761619201,5,4,1,2025-10-28 02:40:01
g5.12xlarge,us-west-2a,1761619801,5,0,5,2025-10-28 02:50:01
g5.12xlarge,us-west-2a,1761620401,5,5,0,2025-10-28 03:00:01
g5.12xlarge,us-west-2a,1761621001,5,5,0,2025-10-28 03:10:01
g5.12xlarge,us-west-2a,1761621601,5,5,0,2025-10-28 03:20:01
g5.12xlarge,us-west-2a,1761622201,5,5,0,2025-10-28 03:30:01
g5.12xlarge,us-west-2a,1761622801,5,5,0,2025-10-28 03:40:01
g5.12xlarge,us-west-2a,1761623401,5,5,0,2025-10-28 03:50:01
g5.12xlarge,us-west-2a,1761624001,5,5,0,2025-10-28 04:00:01
g5.12xlarge,us-west-2a,1761624601,5,5,0,2025-10-28 04:10:01
g5.12xlarge,us-west-2a,1761625201,5,5,0,2025-10-28 04:20:01
g5.12xlarge,us-west-2a,1761625801,5,5,0,2025-10-28 04:30:01
g5.12xlarge,us-west-2a,1761626401,5,5,0,2025-10-28 04:40:01
g5.12xlarge,us-west-2a,1761627001,5,1,4,2025-10-28 04:50:01
g5.12xlarge,us-west-2a,1761627601,5,5,0,2025-10-28 05:00:01
g5.12xlarge,us-west-2a,1761628201,5,5,0,2025-10-28 05:10:01
g5.12xlarge,us-west-2a,1761628801,5,5,0,2025-10-28 05:20:01
g5.12xlarge,us-west-2a,1761629401,5,5,0,2025-10-28 05:30:01
g5.12xlarge,us-west-2a,1761630001,5,5,0,2025-10-28 05:40:01
g5.12xlarge,us-west-2a,1761630601,5,5,0,2025-10-28 05:50:01
g5.12xlarge,us-west-2a,1761631201,5,5,0,2025-10-28 06:00:01
g5.12xlarge,us-west-2a,1761631801,5,5,0,2025-10-28 06:10:01
g5.12xlarge,us-west-2a,1761632401,5,5,0,2025-10-28 06:20:01
g5.12xlarge,us-west-2a,1761633001,5,5,0,2025-10-28 06:30:01
g5.12xlarge,us-west-2a,1761633601,5,5,0,2025-10-28 06:40:01
g5.12xlarge,us-west-2a,1761634201,5,5,0,2025-10-28 06:50:01
g5.12xlarge,us-west-2a,1761634801,5,5,0,2025-10-28 07:00:01
g5.12xlarge,us-west-2a,1761635401,5,5,0,2025-10-28 07:10:01
g5.12xlarge,us-west-2a,1761636001,5,5,0,2025-10-28 07:20:01
g5.12xlarge,us-west-2a,1761636601,5,5,0,2025-10-28 07:30:01
g5.12xlarge,us-west-2a,1761637201,5,5,0,2025-10-28 07:40:01
g5.12xlarge,us-west-2a,1761637801,5,5,0,2025-10-28 07:50:01
g5.12xlarge,us-west-2a,1761638401,5,5,0,2025-10-28 08:00:01
g5.12xlarge,us-west-2a,1761639001,5,5,0,2025-10-28 08:10:01
g5.12xlarge,us-west-2a,1761639601,5,5,0,2025-10-28 08:20:01
g5.12xlarge,us-west-2a,1761640201,5,5,0,2025-10-28 08:30:01
g5.12xlarge,us-west-2a,1761640801,5,5,0,2025-10-28 08:40:01
g5.12xlarge,us-west-2a,1761641401,5,5,0,2025-10-28 08:50:01
g5.12xlarge,us-west-2a,1761642001,5,5,0,2025-10-28 09:00:01
g5.12xlarge,us-west-2a,1761642601,5,5,0,2025-10-28 09:10:01
g5.12xlarge,us-west-2a,1761643201,5,5,0,2025-10-28 09:20:01
g5.12xlarge,us-west-2a,1761643801,5,5,0,2025-10-28 09:30:01
g5.12xlarge,us-west-2a,1761644401,5,5,0,2025-10-28 09:40:01
g5.12xlarge,us-west-2a,1761645001,5,5,0,2025-10-28 09:50:01
g5.12xlarge,us-west-2a,1761645601,5,5,0,2025-10-28 10:00:01
g5.12xlarge,us-west-2a,1761646201,5,5,0,2025-10-28 10:10:01
g5.12xlarge,us-west-2a,1761646801,5,5,0,2025-10-28 10:20:01
g5.12xlarge,us-west-2a,1761647401,5,5,0,2025-10-28 10:30:01
g5.12xlarge,us-west-2a,1761648001,5,5,0,2025-10-28 10:40:01
g5.12xlarge,us-west-2a,1761648601,5,5,0,2025-10-28 10:50:01
g5.12xlarge,us-west-2a,1761649201,5,5,0,2025-10-28 11:00:01
g5.12xlarge,us-west-2a,1761649801,5,5,0,2025-10-28 11:10:01
g5.12xlarge,us-west-2a,1761650401,5,5,0,2025-10-28 11:20:01
g5.12xlarge,us-west-2a,1761651001,5,5,0,2025-10-28 11:30:01
g5.12xlarge,us-west-2a,1761651601,5,5,0,2025-10-28 11:40:01
g5.12xlarge,us-west-2a,1761652201,5,1,4,2025-10-28 11:50:01
g5.12xlarge,us-west-2a,1761652801,5,5,0,2025-10-28 12:00:01
g5.12xlarge,us-west-2a,1761653401,5,4,1,2025-10-28 12:10:01
g5.12xlarge,us-west-2a,1761654001,5,0,5,2025-10-28 12:20:01
g5.12xlarge,us-west-2a,1761654601,5,5,0,2025-10-28 12:30:01
g5.12xlarge,us-west-2a,1761655201,5,0,5,2025-10-28 12:40:01
g5.12xlarge,us-west-2a,1761655801,5,0,5,2025-10-28 12:50:01
g5.12xlarge,us-west-2a,1761656401,5,5,0,2025-10-28 13:00:01
g5.12xlarge,us-west-2a,1761657001,5,5,0,2025-10-28 13:10:01
g5.12xlarge,us-west-2a,1761657601,5,5,0,2025-10-28 13:20:01
g5.12xlarge,us-west-2a,1761658201,5,0,5,2025-10-28 13:30:01
g5.12xlarge,us-west-2a,1761658801,5,2,3,2025-10-28 13:40:01
g5.12xlarge,us-west-2a,1761659401,5,5,0,2025-10-28 13:50:01
g5.12xlarge,us-west-2a,1761660001,5,5,0,2025-10-28 14:00:01
g5.12xlarge,us-west-2a,1761660601,5,4,1,2025-10-28 14:10:01
g5.12xlarge,us-west-2a,1761661201,5,5,0,2025-10-28 14:20:01
g5.12xlarge,us-west-2a,1761661801,5,5,0,2025-10-28 14:30:01
g5.12xlarge,us-west-2a,1761662401,5,5,0,2025-10-28 14:40:01
g5.12xlarge,us-west-2a,1761663001,5,5,0,2025-10-28 14:50:01
g5.12xlarge,us-west-2a,1761663601,5,5,0,2025-10-28 15:00:01
g5.12xlarge,us-west-2a,1761664201,5,5,0,2025-10-28 15:10:01
g5.12xlarge,us-west-2a,1761664801,5,5,0,2025-10-28 15:20:01
g5.12xlarge,us-west-2a,1761665401,5,5,0,2025-10-28 15:30:01
g5.12xlarge,us-west-2a,1761666001,5,0,5,2025-10-28 15:40:01
g5.12xlarge,us-west-2a,1761666601,5,5,0,2025-10-28 15:50:01
g5.12xlarge,us-west-2a,1761667201,5,5,0,2025-10-28 16:00:01
g5.12xlarge,us-west-2a,1761667801,5,0,5,2025-10-28 16:10:01
g5.12xlarge,us-west-2a,1761668401,5,0,5,2025-10-28 16:20:01
g5.12xlarge,us-west-2a,1761669001,5,5,0,2025-10-28 16:30:01
g5.12xlarge,us-west-2a,1761669601,5,5,0,2025-10-28 16:40:01
g5.12xlarge,us-west-2a,1761670201,5,5,0,2025-10-28 16:50:01
g5.12xlarge,us-west-2a,1761670801,5,0,5,2025-10-28 17:00:01
g5.12xlarge,us-west-2a,1761671401,5,0,5,2025-10-28 17:10:01
g5.12xlarge,us-west-2a,1761672001,5,0,5,2025-10-28 17:20:01
g5.12xlarge,us-west-2a,1761672601,5,5,0,2025-10-28 17:30:01
g5.12xlarge,us-west-2a,1761673201,5,0,5,2025-10-28 17:40:01
g5.12xlarge,us-west-2a,1761673801,5,0,5,2025-10-28 17:50:01
g5.12xlarge,us-west-2a,1761674401,5,0,5,2025-10-28 18:00:01
g5.12xlarge,us-west-2a,1761675001,5,0,5,2025-10-28 18:10:01
g5.12xlarge,us-west-2a,1761675601,5,0,5,2025-10-28 18:20:01
g5.12xlarge,us-west-2a,1761676201,5,0,5,2025-10-28 18:30:01
g5.12xlarge,us-west-2a,1761676801,5,0,5,2025-10-28 18:40:01
g5.12xlarge,us-west-2a,1761677401,5,0,5,2025-10-28 18:50:01
g5.12xlarge,us-west-2a,1761678001,5,0,5,2025-10-28 19:00:01
g5.12xlarge,us-west-2a,1761678601,5,0,5,2025-10-28 19:10:01
g5.12xlarge,us-west-2a,1761679201,5,0,5,2025-10-28 19:20:01
g5.12xlarge,us-west-2a,1761679801,5,5,0,2025-10-28 19:30:01
g5.12xlarge,us-west-2a,1761680401,5,0,5,2025-10-28 19:40:01
g5.12xlarge,us-west-2a,1761681001,5,2,3,2025-10-28 19:50:01
g5.12xlarge,us-west-2a,1761681601,5,5,0,2025-10-28 20:00:01
g5.12xlarge,us-west-2a,1761682201,5,1,4,2025-10-28 20:10:01
g5.12xlarge,us-west-2a,1761682801,5,0,5,2025-10-28 20:20:01
g5.12xlarge,us-west-2a,1761683401,5,0,5,2025-10-28 20:30:01
g5.12xlarge,us-west-2a,1761684001,5,5,0,2025-10-28 20:40:01
g5.12xlarge,us-west-2a,1761684601,5,0,5,2025-10-28 20:50:01
g5.12xlarge,us-west-2a,1761685201,5,0,5,2025-10-28 21:00:01
g5.12xlarge,us-west-2a,1761685801,5,0,5,2025-10-28 21:10:01
g5.12xlarge,us-west-2a,1761686401,5,0,5,2025-10-28 21:20:01
g5.12xlarge,us-west-2a,1761687001,5,1,4,2025-10-28 21:30:01
g5.12xlarge,us-west-2a,1761687601,5,0,5,2025-10-28 21:40:01
g5.12xlarge,us-west-2a,1761688201,5,0,5,2025-10-28 21:50:01
g5.12xlarge,us-west-2a,1761688801,5,0,5,2025-10-28 22:00:01
g5.12xlarge,us-west-2a,1761689401,5,0,5,2025-10-28 22:10:01
g5.12xlarge,us-west-2a,1761690001,5,0,5,2025-10-28 22:20:01
g5.12xlarge,us-west-2a,1761690601,5,0,5,2025-10-28 22:30:01
g5.12xlarge,us-west-2a,1761691201,5,0,5,2025-10-28 22:40:01
g5.12xlarge,us-west-2a,1761691801,5,0,5,2025-10-28 22:50:01
g5.12xlarge,us-west-2a,1761692401,5,0,5,2025-10-28 23:00:01
g5.12xlarge,us-west-2a,1761693001,5,0,5,2025-10-28 23:10:01
g5.12xlarge,us-west-2a,1761693601,5,2,3,2025-10-28 23:20:01
g5.12xlarge,us-west-2a,1761694201,5,0,5,2025-10-28 23:30:01
g5.12xlarge,us-west-2a,1761694801,5,0,5,2025-10-28 23:40:01
g5.12xlarge,us-west-2a,1761695401,5,0,5,2025-10-28 23:50:01
g5.12xlarge,us-west-2a,1761696001,5,0,5,2025-10-29 00:00:01
g5.12xlarge,us-west-2a,1761696601,5,0,5,2025-10-29 00:10:01
g5.12xlarge,us-west-2a,1761697201,5,0,5,2025-10-29 00:20:01
g5.12xlarge,us-west-2a,1761697801,5,0,5,2025-10-29 00:30:01
g5.12xlarge,us-west-2a,1761698401,5,0,5,2025-10-29 00:40:01
g5.12xlarge,us-west-2a,1761699001,5,0,5,2025-10-29 00:50:01
g5.12xlarge,us-west-2a,1761699601,5,0,5,2025-10-29 01:00:01
g5.12xlarge,us-west-2a,1761700201,5,0,5,2025-10-29 01:10:01
g5.12xlarge,us-west-2a,1761700801,5,0,5,2025-10-29 01:20:01
g5.12xlarge,us-west-2a,1761701401,5,4,1,2025-10-29 01:30:01
g5.12xlarge,us-west-2a,1761702001,5,1,4,2025-10-29 01:40:01
g5.12xlarge,us-west-2a,1761702601,5,0,5,2025-10-29 01:50:01
g5.12xlarge,us-west-2a,1761703201,5,0,5,2025-10-29 02:00:01
g5.12xlarge,us-west-2a,1761703801,5,3,2,2025-10-29 02:10:01
g5.12xlarge,us-west-2a,1761704401,5,5,0,2025-10-29 02:20:01
g5.12xlarge,us-west-2a,1761705001,5,5,0,2025-10-29 02:30:01
g5.12xlarge,us-west-2a,1761705601,5,5,0,2025-10-29 02:40:01
g5.12xlarge,us-west-2a,1761706201,5,5,0,2025-10-29 02:50:01
g5.12xlarge,us-west-2a,1761706801,5,2,3,2025-10-29 03:00:01
g5.12xlarge,us-west-2a,1761707401,5,3,2,2025-10-29 03:10:01
g5.xlarge,us-west-2a,1761545101,20,20,0,2025-10-27 06:05:01
g5.xlarge,us-west-2a,1761545701,20,20,0,2025-10-27 06:15:01
g5.xlarge,us-west-2a,1761546301,20,20,0,2025-10-27 06:25:01
g5.xlarge,us-west-2a,1761546901,20,20,0,2025-10-27 06:35:01
g5.xlarge,us-west-2a,1761547501,20,20,0,2025-10-27 06:45:01
g5.xlarge,us-west-2a,1761548101,20,20,0,2025-10-27 06:55:01
g5.xlarge,us-west-2a,1761548701,20,0,20,2025-10-27 07:05:01
g5.xlarge,us-west-2a,1761549301,20,20,0,2025-10-27 07:15:01
g5.xlarge,us-west-2a,1761549901,20,20,0,2025-10-27 07:25:01
g5.xlarge,us-west-2a,1761550501,20,20,0,2025-10-27 07:35:01
g5.xlarge,us-west-2a,1761551101,20,20,0,2025-10-27 07:45:01
g5.xlarge,us-west-2a,1761551701,20,20,0,2025-10-27 07:55:01
g5.xlarge,us-west-2a,1761552301,20,20,0,2025-10-27 08:05:01
g5.xlarge,us-west-2a,1761552901,20,20,0,2025-10-27 08:15:01
g5.xlarge,us-west-2a,1761553501,20,20,0,2025-10-27 08:25:01
g5.xlarge,us-west-2a,1761554101,20,20,0,2025-10-27 08:35:01
g5.xlarge,us-west-2a,1761554701,20,20,0,2025-10-27 08:45:01
g5.xlarge,us-west-2a,1761555301,20,20,0,2025-10-27 08:55:01
g5.xlarge,us-west-2a,1761555901,20,20,0,2025-10-27 09:05:01
g5.xlarge,us-west-2a,1761556501,20,20,0,2025-10-27 09:15:01
g5.xlarge,us-west-2a,1761557101,20,20,0,2025-10-27 09:25:01
g5.xlarge,us-west-2a,1761557701,20,20,0,2025-10-27 09:35:01
g5.xlarge,us-west-2a,1761558301,20,20,0,2025-10-27 09:45:01
g5.xlarge,us-west-2a,1761558901,20,20,0,2025-10-27 09:55:01
g5.xlarge,us-west-2a,1761559501,20,20,0,2025-10-27 10:05:01
g5.xlarge,us-west-2a,1761560101,20,20,0,2025-10-27 10:15:01
g5.xlarge,us-west-2a,1761560701,20,20,0,2025-10-27 10:25:01
g5.xlarge,us-west-2a,1761561301,20,20,0,2025-10-27 10:35:01
g5.xlarge,us-west-2a,1761561901,20,20,0,2025-10-27 10:45:01
g5.xlarge,us-west-2a,1761562501,20,20,0,2025-10-27 10:55:01
g5.xlarge,us-west-2a,1761563101,20,20,0,2025-10-27 11:05:01
g5.xlarge,us-west-2a,1761563701,20,20,0,2025-10-27 11:15:01
g5.xlarge,us-west-2a,1761564301,20,20,0,2025-10-27 11:25:01
g5.xlarge,us-west-2a,1761564901,20,20,0,2025-10-27 11:35:01
g5.xlarge,us-west-2a,1761565501,20,20,0,2025-10-27 11:45:01
g5.xlarge,us-west-2a,1761566101,20,20,0,2025-10-27 11:55:01
g5.xlarge,us-west-2a,1761566701,20,0,20,2025-10-27 12:05:01
g5.xlarge,us-west-2a,1761567301,20,0,20,2025-10-27 12:15:01
g5.xlarge,us-west-2a,1761567901,20,0,20,2025-10-27 12:25:01
g5.xlarge,us-west-2a,1761568501,20,20,0,2025-10-27 12:35:01
g5.xlarge,us-west-2a,1761569101,20,20,0,2025-10-27 12:45:01
g5.xlarge,us-west-2a,1761569701,20,20,0,2025-10-27 12:55:01
g5.xlarge,us-west-2a,1761570301,20,20,0,2025-10-27 13:05:01
g5.xlarge,us-west-2a,1761570901,20,20,0,2025-10-27 13:15:01
g5.xlarge,us-west-2a,1761571501,20,20,0,2025-10-27 13:25:01
g5.xlarge,us-west-2a,1761572101,20,20,0,2025-10-27 13:35:01
g5.xlarge,us-west-2a,1761572701,20,20,0,2025-10-27 13:45:01
g5.xlarge,us-west-2a,1761573301,20,20,0,2025-10-27 13:55:01
g5.xlarge,us-west-2a,1761573901,20,20,0,2025-10-27 14:05:01
g5.xlarge,us-west-2a,1761574501,20,20,0,2025-10-27 14:15:01
g5.xlarge,us-west-2a,1761575101,20,20,0,2025-10-27 14:25:01
g5.xlarge,us-west-2a,1761575701,20,20,0,2025-10-27 14:35:01
g5.xlarge,us-west-2a,1761576301,20,0,20,2025-10-27 14:45:01
g5.xlarge,us-west-2a,1761576901,20,0,20,2025-10-27 14:55:01
g5.xlarge,us-west-2a,1761577501,20,6,14,2025-10-27 15:05:01
g5.xlarge,us-west-2a,1761578101,20,20,0,2025-10-27 15:15:01
g5.xlarge,us-west-2a,1761578701,20,20,0,2025-10-27 15:25:01
g5.xlarge,us-west-2a,1761579301,20,8,12,2025-10-27 15:35:01
g5.xlarge,us-west-2a,1761579901,20,8,12,2025-10-27 15:45:01
g5.xlarge,us-west-2a,1761580501,20,10,10,2025-10-27 15:55:01
g5.xlarge,us-west-2a,1761581101,20,2,18,2025-10-27 16:05:01
g5.xlarge,us-west-2a,1761581701,20,13,7,2025-10-27 16:15:01
g5.xlarge,us-west-2a,1761582301,20,6,14,2025-10-27 16:25:01
g5.xlarge,us-west-2a,1761582901,20,0,20,2025-10-27 16:35:01
g5.xlarge,us-west-2a,1761583501,20,17,3,2025-10-27 16:45:01
g5.xlarge,us-west-2a,1761584101,20,0,20,2025-10-27 16:55:01
g5.xlarge,us-west-2a,1761584701,20,0,20,2025-10-27 17:05:01
g5.xlarge,us-west-2a,1761585301,20,13,7,2025-10-27 17:15:01
g5.xlarge,us-west-2a,1761585901,20,0,20,2025-10-27 17:25:01
g5.xlarge,us-west-2a,1761586501,20,1,19,2025-10-27 17:35:01
g5.xlarge,us-west-2a,1761587101,20,0,20,2025-10-27 17:45:01
g5.xlarge,us-west-2a,1761587701,20,0,20,2025-10-27 17:55:01
g5.xlarge,us-west-2a,1761588301,20,0,20,2025-10-27 18:05:01
g5.xlarge,us-west-2a,1761588901,20,0,20,2025-10-27 18:15:01
g5.xlarge,us-west-2a,1761589501,20,0,20,2025-10-27 18:25:01
g5.xlarge,us-west-2a,1761590101,20,0,20,2025-10-27 18:35:01
g5.xlarge,us-west-2a,1761590701,20,0,20,2025-10-27 18:45:01
g5.xlarge,us-west-2a,1761591301,20,0,20,2025-10-27 18:55:01
